userId,transportModes
26cfeb93-4933-4e46-931d-14a42cc2012b,"[]"
265e3214-b7ac-493e-b85a-ff6d49d4c9b2,"[]"
e404ff1f-7c6f-49b9-83f0-0dd4538e54ee,"[]"
4110a380-b23f-4a4c-9c7a-3a6d2d357e91,"[]"
c411b497-ad98-4421-be5f-ac500e189417,"[]"
211ad249-6785-4aba-a8d0-e9b0a0ee2009,"[]"
702e95f0-d335-4507-b39f-b87998dfa6f5,"[]"
